"","�..HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE2","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
"6401",131218,"31-40","w",3,31,"Berner Sennenhund","",2010,"m","tricolor"
"6402",131222,"21-30","w",7,73,"Kleinspitz","",2016,"w","braun/weiss"
"6403",131225,"31-40","m",11,115,"Griffon","",2015,"m","weiss/orange"
"6404",131226,"31-40","w",7,74,"Berner Sennenhund","",2015,"w","tricolor"
"6405",131228,"31-40","w",2,24,"Dackel","Border",2015,"m","braun/schwarz"
"6406",131235,"31-40","m",10,101,"Pointer","",2015,"m","schwarz/weiss"
"6407",131283,"31-40","m",4,42,"Beagle","",2016,"m","tricolor"
"6408",131291,"31-40","w",11,119,"Jack Russel Terrier","Beagle",2007,"m","tricolor"
"6409",131295,"51-60","m",3,34,"Mischling gross","",2015,"w","gestromt"
"6410",131297,"11-20","m",11,111,"Pinscher","",2015,"m","braun"
"6411",131298,"21-30","w",9,92,"Boston Terrier","",2013,"m","weiss gestromt"
"6412",131298,"21-30","w",9,92,"Boston Terrier","",2015,"w","beige/weiss"
"6413",131310,"21-30","w",1,11,"Havaneser","",2016,"w","braun/weiss"
"6414",131318,"21-30","w",11,111,"Chihuahua","",2014,"w","creme"
"6415",131331,"41-50","m",9,92,"Spitz","",2015,"m","weiss"
"6416",131332,"41-50","m",10,101,"Spitz","",2004,"m","weiss"
"6417",131333,"31-40","w",12,123,"Labrador Retriever","",2015,"m","beige"
"6418",131365,"21-30","m",3,34,"Spitz","",2015,"w","weiss"
"6419",131368,"41-50","w",10,101,"Mischling klein","",2014,"m","braun"
"6420",131369,"21-30","m",3,34,"Französische Bulldogge","",2016,"m","schwarz"
"6421",131372,"31-40","w",9,91,"Bichon Havanais","",2016,"m","weiss/braun"
"6422",131378,"21-30","w",4,44,"Chihuahua","",2016,"w","weiss"
"6423",131385,"51-60","w",12,123,"Shetland Sheepdog","",2016,"w","blue/merle"
"6424",131386,"31-40","w",1,11,"Jack Russel Terrier","",2015,"m","weiss/braun"
"6425",131412,"61-70","w",2,24,"Border Terrier","",2015,"w","red grizzle"
"6426",131444,"21-30","w",8,81,"Rhodesian Ridgeback","Boxer",2012,"m","braun"
"6427",131445,"21-30","w",5,52,"Australian Cattle Dog","",2013,"m","tricolor"
"6428",131446,"31-40","m",7,72,"Golden Retriever","",2004,"m","blondfarben"
"6429",131447,"21-30","w",11,119,"Französische Bulldogge","",2015,"m","schwarz/weiss"
"6430",131455,"21-30","m",11,119,"Mops","",2016,"m","beige"
"6431",131456,"41-50","w",9,92,"Zwergpudel","",2016,"m","apricot"
"6432",131457,"51-60","w",6,61,"Golden Retriever","",2015,"w","blondfarben"
"6433",131476,"21-30","w",4,44,"Chihuahua","",2014,"m","beige"
"6434",131485,"41-50","m",12,123,"Australian Shepherd","Golden Retriever",2016,"m","schwarz/weiss"
"6435",131491,"61-70","m",5,52,"Labrador Retriever","",2002,"w","braun"
"6436",131506,"51-60","w",11,119,"Chihuahua","",2015,"w","weiss"
"6437",131514,"31-40","w",10,102,"Chihuahua","",2015,"m","black/tan"
"6438",131520,"31-40","w",5,51,"Yorkshire Terrier","",2009,"w","black/tan"
"6439",131522,"21-30","w",3,31,"Shih Tzu","",2016,"m","tricolor"
"6440",131525,"41-50","w",3,33,"Barbet","",2016,"m","braun"
"6441",131526,"41-50","w",11,119,"Bichon frisé","",2006,"m","weiss"
"6442",131531,"31-40","m",7,73,"Mischling klein","",2016,"m","apricot"
"6443",131532,"31-40","w",6,61,"Shih Tzu","",2013,"w","tricolor"
"6444",131568,"31-40","w",11,111,"Weimaraner","",2014,"w","rehbraun"
"6445",131571,"41-50","w",10,101,"Pudel","",2010,"m","weiss"
"6446",131582,"21-30","w",12,123,"Mischling gross","",2016,"w","weiss/schwarz"
"6447",131593,"41-50","m",7,72,"Labrador Retriever","",2003,"w","schwarz"
"6448",131618,"41-50","w",7,72,"Anatolischer Hirtenhund","",2010,"m","braun/schwarz"
"6449",131621,"21-30","m",10,101,"Beagle","",2016,"m","tricolor"
"6450",131629,"61-70","m",11,119,"Mischling gross","",2013,"w","grau/beige"
"6451",131630,"31-40","m",7,73,"Französische Bulldogge","",2015,"w","schwarz/weiss"
"6452",131641,"71-80","w",7,74,"Dachshund","",2008,"w","schwarz"
"6453",131644,"31-40","m",11,119,"Französische Bulldogge","",2015,"m","schwarz"
"6454",131646,"31-40","m",6,61,"Mischling klein","",2015,"m","braun/weiss"
"6455",131648,"31-40","m",10,101,"Labrador Retriever","",2016,"w","braun"
"6456",131649,"21-30","m",4,42,"Mops","",2010,"m","beige"
"6457",131666,"81-90","w",11,111,"Chihuahua","",2004,"w","blau/weiss"
"6458",131667,"31-40","m",7,74,"Französische Bulldogge","",2015,"w","beige"
"6459",131668,"21-30","w",9,91,"Spitz","",2014,"w","braun"
"6460",131669,"31-40","w",6,63,"Jack Russel Terrier","",2012,"m","weiss/braun"
"6461",131671,"41-50","w",8,81,"Havaneser","",2013,"m","braun/weiss"
"6462",131675,"41-50","w",5,52,"Beagle","",2016,"w","tricolor"
"6463",131676,"11-20","w",10,102,"Chihuahua","",2016,"w","hellbraun"
"6464",131682,"31-40","m",11,119,"Chihuahua","",2013,"w","mehrfarbig"
"6465",131682,"31-40","m",11,119,"Parson Russell Terrier","",2006,"w","tricolor"
"6466",131690,"21-30","m",10,102,"Zwergspitz","",2016,"w","orange"
"6467",131709,"21-30","w",6,61,"Labrador Retriever","",2016,"w","choco"
"6468",131713,"21-30","w",9,92,"Bolonka Zwetna","",2016,"m","zobel"
"6469",131726,"31-40","w",6,61,"Mischling klein","",2016,"w","tricolor"
"6470",131728,"21-30","w",8,82,"Labrador Retriever","",2013,"m","gelb"
"6471",131735,"31-40","m",11,119,"Chihuahua","",2016,"m","tricolor"
"6472",131737,"41-50","w",9,92,"Pinscher","",2011,"m","schwarz/braun"
"6473",131741,"31-40","w",12,122,"Französische Bulldogge","",2016,"m","gestromt"
"6474",131747,"51-60","w",3,31,"Bolonka Zwetna","",2016,"w","braun"
"6475",131748,"21-30","w",6,63,"Zwergdachshund","",2016,"w","braun"
"6476",131749,"31-40","w",9,92,"Parson Jack Russell Terrier","",2005,"w","weiss/braun"
"6477",131751,"41-50","w",10,102,"Labrador Retriever","",2014,"m","schwarz"
"6478",131752,"51-60","w",1,11,"Mischling klein","",2016,"m","schwarz/braun"
"6479",131768,"31-40","w",8,83,"Beagle","",2015,"m","schwarz/weiss/braun"
"6480",131770,"31-40","m",3,34,"Mischling klein","",2015,"w","tricolor"
"6481",131771,"31-40","w",3,34,"Französische Bulldogge","",2015,"m","fawn"
"6482",131819,"31-40","w",11,119,"Spitz","",2016,"m","weiss"
"6483",131820,"41-50","w",9,92,"Husky","",2014,"m","schwarz/grau/weiss"
"6484",131837,"51-60","w",9,92,"Yorkshire Terrier","",2016,"m","black/tan"
"6485",131844,"31-40","w",11,111,"Französische Bulldogge","",2014,"m","gestromt"
"6486",131848,"21-30","w",11,115,"Malteser","",2005,"w","weiss"
"6487",131849,"21-30","w",9,92,"Mischling klein","",2015,"w","tricolor"
"6488",131855,"51-60","w",7,74,"Kaninchen-Dachshund","",2010,"w","schwarz/rot"
"6489",131883,"21-30","w",11,119,"Chihuahua","",2012,"w","hellbraun"
"6490",131888,"31-40","w",4,44,"Parson Russell Terrier","",2016,"m","tricolor"
"6491",131890,"11-20","w",7,74,"Mischling klein","",2012,"m","schwarz/weiss"
"6492",131891,"31-40","w",8,83,"Malteser","",2001,"w","weiss"
"6493",131894,"31-40","m",11,115,"Old Englische Bulldogge","",2016,"m","tricolor"
"6494",131899,"21-30","w",11,111,"Mischling klein","",2015,"m","schwarz/braun"
"6495",131941,"31-40","w",10,101,"Spitz","",2016,"w","weiss"
"6496",131943,"21-30","w",3,31,"Deutscher Schäfer","",2008,"w","schwarz/braun"
"6497",131944,"51-60","w",3,31,"Mischling gross","",2015,"m","braun"
"6498",131947,"61-70","w",12,122,"Chihuahua","",2016,"m","braun"
"6499",131948,"31-40","w",11,115,"Appenzeller Sennenhund","",2016,"m","schwarz/weiss/braun"
"6500",131966,"31-40","w",10,101,"Jack Russel Terrier","",2003,"w","tricolor"
"6501",131967,"51-60","m",11,119,"Labrador Retriever","Border Collie",2003,"w","schwarz"
"6502",131968,"61-70","w",11,119,"Foxterrier","",2016,"w","schwarz/weiss"
"6503",131971,"51-60","w",12,122,"Lhasa Apso","",2016,"m","grau/weiss/braun"
"6504",131973,"31-40","m",2,24,"Bulldog","",2010,"m","braun/weiss"
"6505",131974,"61-70","w",9,92,"Papillon","",2016,"w","schwarz/weiss"
"6506",131986,"11-20","w",6,63,"Zwergspitz","",2016,"m","weiss/schwarz"
"6507",131987,"21-30","w",11,115,"Jack Russel Terrier","",2015,"w","tricolor"
"6508",132013,"41-50","w",6,63,"Papillon","",2015,"w","braun/weiss"
"6509",132037,"31-40","w",9,91,"Chihuahua","",2005,"m","braun"
"6510",132040,"41-50","w",11,111,"Mischling gross","",2008,"m","mehrfarbig"
"6511",132044,"21-30","m",4,44,"Rottweiler","",2016,"m","schwarz/braun"
"6512",132054,"31-40","w",11,111,"Französische Bulldogge","",2011,"w","schwarz"
"6513",132054,"31-40","w",11,111,"West Highland White Terrier","",2009,"m","weiss"
"6514",132064,"31-40","w",12,121,"Border Collie","",2016,"m","blue/tan"
"6515",132067,"41-50","m",6,63,"English Cocker Spaniel","",2016,"w","rot"
"6516",132099,"61-70","w",12,122,"Malteser","",2016,"m","weiss/braun"
"6517",132119,"21-30","m",9,91,"Mischling klein","",2015,"m","braun"
"6518",132126,"41-50","w",6,61,"Zwergpudel","",2016,"m","weiss/braun"
"6519",132130,"31-40","m",4,42,"Englische Bulldogge","",2016,"w","braun"
"6520",132134,"31-40","w",12,121,"Shih Tzu","Chihuahua",2016,"w","schwarz/weiss"
"6521",132134,"31-40","w",12,121,"Chihuahua","",2015,"m","weiss/schwarz"
"6522",132136,"51-60","w",6,63,"Mischling klein","",2016,"m","schwarz"
"6523",132150,"21-30","w",2,24,"Podenco","Mischling klein",2015,"m","hellbraun/weiss"
"6524",132176,"31-40","w",10,101,"Jack Russel Terrier","",2006,"w","tricolor"
"6525",132178,"51-60","m",12,121,"Malteser","",2012,"m","weiss"
"6526",132180,"31-40","m",4,42,"Yorkshire Terrier","",2008,"m","black/tan"
"6527",132183,"31-40","w",11,119,"Appenzeller Sennenhund","",2016,"m","tricolor"
"6528",132194,"21-30","w",12,123,"Chihuahua","",2015,"m","weiss/braun"
"6529",132194,"21-30","w",12,123,"Chihuahua","",2014,"m","weiss/grau"
"6530",132195,"71-80","w",7,74,"Mischling klein","",2004,"m","beige"
"6531",132195,"71-80","w",7,74,"Pekingese","",2007,"m","schwarz/weiss"
"6532",132195,"71-80","w",7,74,"Chihuahua","",2006,"m","braun"
"6533",132195,"71-80","w",7,74,"Dachshund","",2002,"m","braun"
"6534",132205,"11-20","m",8,81,"Labrador Retriever","",2015,"m","schwarz"
"6535",132210,"31-40","w",10,101,"Labrador Retriever","Beagle",2011,"m","blondfarben"
"6536",132211,"21-30","w",3,33,"Mischling klein","",2015,"m","schwarz"
"6537",132215,"21-30","w",2,24,"Yorkshire Terrier","",2005,"m","schwarz/braun"
"6538",132216,"31-40","w",8,81,"Mischling gross","",2006,"m","braun"
"6539",132223,"41-50","w",6,61,"Labrador Retriever","",2015,"m","schwarz"
"6540",132224,"21-30","m",8,83,"Podenco","Galgo",2015,"m","schwarz/weiss"
"6541",132227,"41-50","w",2,21,"Malteser","",2016,"m","weiss"
"6542",132228,"31-40","w",8,81,"Französische Bulldogge","",2015,"m","fawn"
"6543",132228,"31-40","w",8,81,"Französische Bulldogge","",2015,"m","fawn"
"6544",132240,"41-50","m",2,21,"Labrador Retriever","Australian Cattle Dog",2009,"w","schwarz"
"6545",132241,"31-40","w",11,119,"Chihuahua","Malteser",2015,"w","schwarz/weiss"
"6546",132258,"31-40","w",2,21,"Mischling gross","",2015,"w","braun"
"6547",132260,"41-50","w",6,61,"Havaneser","",2015,"w","weiss"
"6548",132260,"41-50","w",6,61,"Havaneser","",2015,"m","gelb"
"6549",132264,"21-30","w",11,119,"Pinscher","",2011,"w","schwarz"
"6550",132266,"41-50","m",3,31,"Chihuahua","",2015,"w","tricolor"
"6551",132268,"51-60","w",11,115,"Chihuahua","",2015,"m","braun/schwarz"
"6552",132269,"31-40","w",6,61,"Zwergschnauzer","",2012,"w","weiss"
"6553",132270,"21-30","w",4,42,"Mischling gross","",2013,"m","hellbraun"
"6554",132271,"21-30","w",1,11,"Zwergspitz","",2015,"m","weiss"
"6555",132272,"51-60","w",11,119,"Chihuahua","",2009,"w","tricolor"
"6556",132276,"21-30","m",4,44,"Beagle","",2014,"w","tricolor"
"6557",132276,"21-30","m",4,44,"Beagle","",2012,"m","tricolor"
"6558",132277,"51-60","m",7,71,"Malteser","",2010,"m","weiss"
"6559",132279,"41-50","w",8,82,"Bolonka Zwetna","",2015,"m","schwarz/silber"
"6560",132280,"21-30","w",11,119,"Podenco","",2015,"w","braun/gold"
"6561",132282,"31-40","w",11,111,"Mischling klein","",2010,"w","weiss/braun"
"6562",132285,"21-30","w",7,73,"Mops","",2010,"m","braun"
"6563",132285,"21-30","w",7,73,"Mops","",2009,"m","braun"
"6564",132286,"31-40","m",2,21,"Mischling klein","",2012,"w","schwarz"
"6565",132288,"21-30","w",2,24,"Bichon Havanais","",2003,"m","sable"
"6566",132292,"21-30","w",2,24,"Mischling gross","",2014,"m","schwarz"
"6567",132293,"21-30","w",5,52,"Cocker Spaniel","",2007,"w","gelb"
"6568",132294,"51-60","w",11,111,"Podenco","Boxer",2010,"m","braun gestromt"
"6569",132298,"41-50","w",12,121,"Labrador Retriever","",2015,"w","braun"
"6570",132298,"41-50","w",12,121,"Französische Bulldogge","",2014,"w","schwarz/weiss"
"6571",132301,"41-50","w",9,92,"Wasserhund","",2009,"w","weiss"
"6572",132304,"31-40","w",12,121,"Chihuahua","",2013,"w","schwarz/braun"
"6573",132312,"21-30","w",6,63,"Mischling klein","",2015,"m","schwarz"
"6574",132314,"31-40","m",11,119,"Beagle","",2015,"m","tricolor"
"6575",132315,"21-30","w",7,72,"Irish Setter","",2007,"w","braun"
"6576",132316,"31-40","w",11,111,"Mops","",2014,"w","beige"
"6577",132317,"21-30","w",11,119,"Französische Bulldogge","",2012,"m","schwarz/weiss"
"6578",132320,"21-30","w",10,101,"Chihuahua","",2010,"m","beige"
"6579",132321,"51-60","m",4,42,"Mischling klein","",1999,"m","weiss/braun"
"6580",132323,"21-30","m",4,42,"Yorkshire Terrier","",2015,"w","schwarz/braun"
"6581",132324,"31-40","w",1,11,"Mischling gross","",2011,"m","schwarz"
"6582",132325,"21-30","m",3,34,"Malteser","",2015,"m","weiss"
"6583",132327,"31-40","m",2,21,"Beagle","",2009,"m","tricolor"
"6584",132339,"31-40","m",5,52,"Mischling klein","",2007,"m","weiss/braun"
"6585",132361,"41-50","w",9,92,"Kromfohrländer","",2016,"w","braun/weiss"
"6586",132365,"31-40","w",9,92,"Labrador Retriever","",2016,"m","schwarz"
"6587",132370,"11-20","w",4,44,"Zwergspitz","",2015,"m","weiss/braun"
"6588",132371,"21-30","m",11,119,"Old Englische Bulldogge","",2016,"m","schwarz/weiss"
"6589",132371,"21-30","m",11,119,"Französische Bulldogge","",2016,"m","gestromt"
"6590",132372,"41-50","w",2,24,"Mischling gross","",2005,"w","schwarz/weiss"
"6591",132374,"21-30","m",11,119,"Appenzeller","",2012,"m","braun/weiss"
"6592",132377,"21-30","w",11,119,"Mischling klein","",2014,"w","beige"
"6593",132379,"21-30","m",9,91,"Zwergpinscher","",2015,"m","braun"
"6594",132381,"41-50","w",3,31,"Bergamasker","",2012,"m","braun/weiss"
"6595",132390,"11-20","w",11,119,"Appenzeller Sennenhund","",2011,"m","hellbraun/weiss"
"6596",132393,"21-30","w",9,92,"Mischling klein","",2014,"w","braun/weiss"
"6597",132394,"51-60","m",6,61,"Jack Russel Terrier","",2016,"w","weiss/braun"
"6598",132395,"61-70","w",7,72,"Australian Terrier","",2009,"m","rot"
"6599",132395,"61-70","w",7,72,"Australian Terrier","",2010,"m","rot"
"6600",132401,"31-40","w",11,119,"Yorkshire Terrier","",2013,"w","blue/steel"
"6601",132403,"31-40","m",9,92,"Whippet","",2012,"m","sandfarbig"
"6602",132407,"21-30","w",11,115,"Mischling gross","",2008,"w","schwarz"
"6603",132410,"51-60","w",2,21,"Yorkshire Terrier","",2016,"m","black/tan"
"6604",132411,"41-50","w",11,111,"Deutscher Boxer","",2015,"m","gestromt"
"6605",132413,"21-30","w",12,123,"Jack Russel Terrier","",2015,"w","tricolor"
"6606",132414,"21-30","w",11,115,"Zwergspitz","",2011,"w","weiss"
"6607",132416,"41-50","m",6,63,"Labrador Retriever","",2016,"m","gelb"
"6608",132418,"41-50","w",7,74,"Toypudel","",2015,"m","schwarz"
"6609",132420,"21-30","w",7,74,"Malteser","",2014,"w","weiss"
"6610",132422,"51-60","w",7,71,"Jack Russel Terrier","",2016,"m","weiss/schwarz"
"6611",132424,"21-30","w",11,119,"Französische Bulldogge","",2014,"w","weiss/schwarz"
"6612",132427,"21-30","w",11,115,"Labrador Retriever","",2016,"w","blondfarben"
"6613",132429,"21-30","m",11,111,"Französische Bulldogge","",2016,"m","blue-brindle"
"6614",132436,"21-30","w",2,24,"Mischling gross","",2016,"w","schwarz/braun"
"6615",132441,"31-40","m",7,74,"Dackel","",2008,"m","schwarz/braun"
"6616",132450,"41-50","w",7,72,"Australien Kelpie","Border Collie",2010,"w","schwarz/braun"
"6617",132452,"41-50","w",3,34,"Chihuahua","",2014,"m","schwarz/weiss"
"6618",132455,"31-40","w",6,63,"Shih Tzu","",2005,"w","weiss/braun"
"6619",132456,"41-50","w",5,51,"Chihuahua","",2013,"m","beige"
"6620",132456,"41-50","w",5,51,"Chihuahua","",2014,"m","tricolor"
"6621",132456,"41-50","w",5,51,"Chihuahua","",2014,"m","weiss"
"6622",132461,"31-40","w",2,24,"Parson Russell Terrier","",2012,"w","weiss/braun"
"6623",132463,"21-30","m",2,21,"Mischling gross","",2014,"m","schwarz/weiss"
"6624",132471,"31-40","w",7,72,"Labrador Retriever","",2016,"w","braun"
"6625",132483,"31-40","w",6,63,"Yorkshire Terrier","",2014,"w","steelblue/tan"
"6626",132492,"21-30","w",3,31,"Boxer","Jack Russel Terrier",2012,"m","braun/weiss"
"6627",132497,"21-30","w",10,101,"Shetland Sheepdog","",2008,"w","blue/merle"
"6628",132498,"21-30","m",11,119,"Pinscher","",2014,"m","schwarz"
"6629",132499,"31-40","w",9,92,"Zwergspitz","Pomeranian",2013,"w","orange"
"6630",132501,"21-30","w",2,24,"Zwergdackel","",2016,"w","hellbraun/weiss"
"6631",132502,"21-30","m",9,91,"Boxer","Jagdhund",2013,"m","beige/weiss"
"6632",132507,"21-30","w",11,111,"Zwergspitz","Pomeranian",2013,"w","weiss"
"6633",132508,"41-50","w",5,51,"Cocker Spaniel","",2014,"w","schwarz/braun/weiss"
"6634",132510,"21-30","w",11,111,"Golden Retriever","Labrador Retriever",2014,"w","beige"
"6635",132511,"61-70","m",8,82,"Havaneser","",2007,"w","weiss/schwarz"
"6636",132524,"21-30","w",1,11,"Chihuahua","",2015,"w","hellbraun/weiss"
"6637",132528,"61-70","m",8,82,"Barbet","",2016,"m","braun/weiss"
"6638",132529,"41-50","w",7,73,"West Highland White Terrier","",2014,"m","weiss"
"6639",132534,"31-40","w",9,92,"Border Collie","Rhodesian Ridgeback",2011,"m","schwarz/weiss"
"6640",132538,"31-40","w",11,119,"Yorkshire Terrier","",2015,"w","braun"
"6641",132539,"21-30","m",10,101,"Cocker Spaniel","",2014,"w","beige"
"6642",132540,"31-40","w",5,52,"Französische Bulldogge","",2013,"m","beige"
"6643",132543,"31-40","m",11,119,"Golden Retriever","",2016,"w","golden"
"6644",132545,"51-60","m",3,31,"Volpino","",2013,"w","schwarz"
"6645",132546,"11-20","w",6,63,"Mischling gross","",2015,"m","hellbraun"
"6646",132559,"41-50","m",11,119,"Chihuahua","",2011,"w","weiss"
"6647",132573,"31-40","w",6,61,"Französische Bulldogge","",2015,"m","schwarz"
"6648",132577,"51-60","m",9,91,"Magyar Viszla","",2016,"m","braun"
"6649",132579,"31-40","m",6,63,"Französische Bulldogge","",2016,"m","blondfarben"
"6650",132580,"51-60","w",7,72,"Riesenschnauzer","",2004,"w","schwarz"
"6651",132582,"21-30","w",7,72,"Border Terrier","",2015,"w","red grizzle"
"6652",132598,"41-50","w",6,61,"Podenco","",2014,"m","hellbraun/weiss"
"6653",132601,"31-40","m",7,71,"Beagle","",2016,"m","tricolor"
"6654",132603,"21-30","w",11,119,"Holländischer Schäfer","",2015,"w","gestromt"
"6655",132605,"31-40","w",6,61,"Mischling klein","",2014,"w","weiss/braun"
"6656",132632,"31-40","m",11,119,"Beagle","",2013,"m","tricolor"
"6657",132633,"31-40","w",4,44,"Labrador Retriever","",2006,"m","schwarz"
"6658",132638,"31-40","w",2,21,"Zwergpudel","",2016,"w","black/tan"
"6659",132641,"41-50","m",2,21,"Australian Shepherd","",2016,"w","rot"
"6660",132642,"21-30","w",11,119,"Pudel","",2016,"m","rot"
"6661",132643,"61-70","w",3,34,"Berner Sennenhund","",2016,"m","schwarz/weiss"
"6662",132644,"31-40","w",6,61,"Mops","",2010,"m","beige"
"6663",132649,"41-50","w",4,44,"English Cocker Spaniel","",2010,"m","rot"
"6664",132650,"21-30","w",2,24,"Labrador Retriever","",2014,"m","rot"
"6665",132653,"11-20","m",7,74,"Dogo Argentino","",2015,"w","weiss"
"6666",132657,"31-40","m",7,72,"Golden Retriever","",2016,"w","golden"
"6667",132662,"51-60","w",6,61,"Pudel","",2016,"w","weiss"
"6668",132663,"61-70","m",7,71,"Havaneser","",2016,"m","creme"
"6669",132669,"21-30","w",7,74,"Golden Retriever","",2015,"w","schwarz"
"6670",132672,"71-80","w",2,24,"Mischling klein","",2004,"w","braun/weiss"
"6671",132679,"41-50","m",11,119,"Chihuahua","",2010,"w","weiss/beige"
"6672",132692,"51-60","m",3,34,"Englische Bulldogge","",2013,"w","weiss/braun/schwarz"
"6673",132694,"21-30","w",3,33,"Pinscher","",2014,"w","schwarz/braun"
"6674",132697,"51-60","w",11,111,"Französische Bulldogge","",2016,"w","gestromt"
"6675",132697,"51-60","w",11,111,"Mops","",2016,"w","beige"
"6676",132701,"51-60","w",10,101,"Mischling klein","",2011,"w","braun"
"6677",132703,"31-40","w",4,42,"Parson Jack Russell Terrier","",2016,"m","tricolor"
"6678",132707,"21-30","w",7,74,"Chihuahua","",2012,"w","schwarz/braun"
"6679",132707,"21-30","w",7,74,"Chihuahua","",2011,"m","beige"
"6680",132733,"31-40","w",3,31,"Mischling gross","",2015,"w","weiss/schwarz/braun"
"6681",132747,"21-30","w",8,81,"Havaneser","",2015,"m","rot/weiss"
"6682",132749,"31-40","m",2,21,"Golden Retriever","",2004,"m","golden"
"6683",132786,"41-50","m",3,34,"Zwergpudel","",2016,"m","rot"
"6684",132793,"51-60","w",12,122,"Shih Tzu","",2015,"m","weiss/braun"
"6685",132866,"31-40","w",10,101,"Magyar Viszla","",2013,"m","golden"
"6686",132868,"41-50","m",2,24,"Berner Sennenhund","",2016,"w","tricolor"
"6687",132870,"11-20","w",12,122,"Malinois","",2016,"w","braun/schwarz"
"6688",132871,"51-60","m",2,21,"Airedale Terrier","",2006,"m","black/tan"
"6689",132872,"31-40","m",9,91,"English Springer Spaniel","",2010,"m","braun/weiss"
"6690",132872,"31-40","m",9,91,"English Springer Spaniel","",2014,"w","braun/weiss"
"6691",132881,"11-20","m",10,101,"Schäfer","",2015,"m","schwarz/beige"
"6692",132884,"41-50","w",12,122,"Berner Sennenhund","Labrador Retriever",2015,"w","beige/braun"
"6693",132888,"61-70","m",11,111,"Tibet Terrier","Havaneser",2016,"w","schwarz/weiss"
"6694",132889,"41-50","w",3,33,"Mischling gross","",2016,"m","schwarz"
"6695",132891,"41-50","m",7,71,"Golden Retriever","",2016,"m","beige"
"6696",132895,"51-60","w",7,73,"Nova Scotia Duck Tolling Retriever","",2007,"w","rot/weiss"
"6697",132896,"41-50","w",6,63,"Mischling klein","",2014,"m","weiss"
"6698",132902,"21-30","m",11,119,"Mischling gross","",2015,"m","schwarz/braun"
"6699",132903,"51-60","w",8,82,"Bearded Collie","",2008,"m","tricolor"
"6700",132904,"71-80","w",9,91,"Mischling klein","",2010,"w","schwarz/weiss"
"6701",132906,"21-30","w",11,115,"Kooiker","",2016,"w","weiss/rot"
"6702",132908,"41-50","m",7,73,"Welsh Terrier","",2010,"m","schwarz/braun"
"6703",132909,"71-80","w",11,111,"Lagotto Romagnolo","",2008,"m","orange"
"6704",132910,"51-60","m",2,21,"Husky","",2003,"w","rot/weiss"
"6705",132911,"61-70","w",4,42,"Malteser","",2012,"w","weiss/beige"
"6706",132912,"31-40","m",5,52,"Mischling klein","",2016,"m","grau/weiss"
"6707",132919,"51-60","w",11,111,"Pinscher","",2016,"m","rot"
"6708",132926,"31-40","w",10,102,"Parson Russell Terrier","",2015,"m","weiss/braun"
"6709",132931,"31-40","w",2,24,"Chihuahua","",2010,"m","braun"
"6710",132933,"21-30","m",12,121,"Französische Bulldogge","",2016,"m","rotbraun"
"6711",132938,"21-30","w",11,119,"Chihuahua","",2010,"m","braun"
"6712",132943,"31-40","m",5,52,"Mischling klein","",2016,"m","beige"
"6713",132954,"21-30","w",12,122,"Australian Shepherd","",2010,"m","vierfarbig"
"6714",132955,"51-60","m",2,24,"Labrador Retriever","",2010,"m","schwarz"
"6715",132959,"21-30","w",3,33,"Jack Russel Terrier","",2009,"m","tricolor"
"6716",132960,"21-30","w",9,91,"Zwergspitz","",2016,"m","braun"
"6717",132963,"41-50","w",11,111,"Pinscher","",2014,"w","schwarz"
"6718",132963,"41-50","w",11,111,"Pinscher","",2013,"m","schwarz/braun"
"6719",132963,"41-50","w",11,111,"Pinscher","",2014,"w","schwarz"
"6720",132964,"51-60","m",8,83,"Pointer","",2013,"m","schwarz/weiss"
"6721",132966,"41-50","w",12,122,"Zwergspitz","",2009,"w","braun"
"6722",132979,"31-40","w",10,101,"Mischling gross","",2008,"m","braun"
"6723",132995,"31-40","m",2,21,"Beagle","",2016,"m","braun/schwarz/weiss"
"6724",132996,"21-30","m",7,74,"Rottweiler","",2016,"m","schwarz/braun"
"6725",132999,"31-40","w",8,81,"Deutscher Pinscher","",2016,"m","schwarz/braun"
"6726",133003,"21-30","m",3,31,"Malinois","",2014,"w","fauve"
"6727",133004,"61-70","m",6,61,"Hirtenhund","",2005,"w","schwarz/weiss/braun"
"6728",133012,"41-50","w",11,119,"Collie","Border Collie",2016,"w","schwarz/weiss"
"6729",133019,"81-90","w",2,24,"Labrador Retriever","",2003,"w","schwarz"
"6730",133042,"41-50","w",11,111,"Shih Tzu","",2015,"w","schwarz"
"6731",133048,"21-30","w",11,111,"Chihuahua","",2011,"w","schwarz/weiss"
"6732",133052,"61-70","m",10,101,"Collie","",2015,"w","gold/sable"
"6733",133053,"61-70","w",7,72,"Foxterrier","",2016,"m","weiss/schwarz/braun"
"6734",133059,"51-60","w",7,74,"Mischling gross","",2016,"m","weiss/braun"
"6735",133063,"41-50","w",7,74,"Mischling klein","",2015,"w","braun/weiss"
"6736",133066,"41-50","m",5,52,"Zwergspitz","Pomeranian",2015,"w","weiss"
"6737",133070,"21-30","w",3,34,"Mischling klein","",2014,"w","braun"
"6738",133104,"21-30","w",2,21,"Flat Coated Retriever","",2004,"w","schwarz"
"6739",133108,"31-40","w",3,31,"Landseer","",2016,"w","weiss/schwarz"
