"","�..HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE2","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
"1",126,"61-70","m",9,92,"Welsh Terrier","",2011,"w","schwarz/braun"
"2",171,"61-70","m",3,31,"Berner Sennenhund","",2009,"m","tricolor"
"3",574,"61-70","w",2,23,"Mischling gross","",2013,"w","schwarz"
"4",695,"41-50","m",6,63,"Labrador Retriever","",2012,"w","braun"
"5",893,"61-70","w",7,71,"Mittelschnauzer","",2010,"w","schwarz"
"6",1177,"51-60","m",10,102,"Shih Tzu","",2011,"m","schwarz/weiss"
"7",4004,"61-70","w",3,34,"Dackel","",2010,"m","braun"
"8",4050,"41-50","w",11,111,"Bichon frisé","",2012,"m","weiss"
"9",4054,"51-60","w",11,111,"Lagotto Romagnolo","",2016,"w","weiss/beige"
"10",4155,"61-70","w",9,92,"Zwergdackel","",2002,"m","schwarz/grau"
"11",4206,"71-80","w",8,82,"Havaneser","",2016,"w","hellbraun/weiss"
"12",4215,"41-50","w",8,81,"Bergamasker","",2004,"w","schwarz"
"13",4215,"41-50","w",8,81,"Border Collie","",2001,"m","schwarz"
"14",4239,"61-70","w",10,102,"Pinscher","",2013,"w","braun/schwarz"
"15",4261,"71-80","w",7,71,"Labrador Retriever","",2012,"w","beige"
"16",4281,"61-70","w",9,91,"Chihuahua","",2014,"w","schwarz/weiss/braun"
"17",4281,"61-70","w",9,91,"Chihuahua","",2011,"w","hellbraun"
"18",4726,"51-60","m",5,52,"Golden Retriever","",2013,"w","creme"
"19",4726,"51-60","m",5,52,"Mischling klein","",2007,"m","schwarz"
"20",4786,"41-50","m",3,34,"Weimaraner","",2013,"w","silber"
"21",4801,"51-60","m",4,42,"Tibetan Spaniel","",2013,"w","schwarz/braun"
"22",4850,"51-60","m",4,42,"Chihuahua","",2013,"w","beige"
"23",4880,"51-60","m",5,52,"Leonberger","",2011,"m","goldbraun"
"24",4889,"51-60","m",8,82,"Shiba Inu","",2003,"w","rotbraun"
"25",5040,"61-70","m",10,102,"Labrador Retriever","",2016,"w","gelb"
"26",5088,"51-60","m",7,72,"Labrador Retriever","",2014,"w","schwarz"
"27",5113,"61-70","m",11,119,"Beagle","",2010,"w","tricolor"
"28",5225,"61-70","m",3,34,"Lagotto Romagnolo","",2007,"m","braun"
"29",5227,"71-80","m",10,101,"Border Terrier","",2011,"w","tricolor"
"30",5348,"61-70","m",7,74,"Magyar Viszla","",2005,"w","gelb"
"31",5406,"51-60","m",6,61,"Französische Bulldogge","",2013,"m","weiss/schwarz"
"32",5740,"51-60","m",9,92,"Jack Russel Terrier","",2015,"w","weiss/braun"
"33",6071,"61-70","m",3,34,"Cocker Spaniel","Labrador Retriever",2014,"m","schwarz"
"34",6071,"61-70","m",3,34,"Pointer","",2016,"m","schwarz"
"35",6071,"61-70","m",3,34,"Pointer","",2012,"w","schwarz/braun"
"36",6314,"61-70","m",10,101,"Jack Russel Terrier","",2005,"w","tricolor"
"37",6321,"51-60","w",8,81,"Mops","",2011,"m","beige"
"38",6469,"41-50","m",11,111,"Mops","",2011,"m","beige"
"39",6594,"51-60","m",7,72,"Staffordshire Bull Terrier","",2005,"w","mahagoni/weiss"
"40",6600,"51-60","m",6,63,"Mischling klein","",2004,"m","braun"
"41",6617,"61-70","w",12,122,"Grosspudel","",2012,"w","weiss"
"42",6619,"41-50","w",11,111,"Lhasa Apso","",2015,"w","golden"
"43",6629,"51-60","w",4,41,"Chihuahua","",2010,"w","beige"
"44",6629,"51-60","w",4,41,"Chihuahua","",2010,"m","black/tan"
"45",6640,"51-60","m",8,82,"Englische Bulldogge","",2011,"m","braun/weiss"
"46",12349,"61-70","m",4,41,"English Springer Spaniel","",2005,"m","braun/weiss"
"47",12409,"61-70","m",9,91,"Mischling klein","",2008,"w","weiss/schwarz/braun"
"48",13193,"51-60","m",11,111,"Langhaardackel","",2005,"w","hellbraun"
"49",14362,"61-70","m",7,72,"Zwergdachshund","",2004,"w","saufarben"
"50",14387,"61-70","m",5,52,"Zwergpinscher","",2015,"m","schwarz/braun"
"51",14550,"81-90","m",12,122,"Biewer Yorkshire Terrier","",2015,"w","tricolor"
"52",14693,"41-50","m",11,111,"Chihuahua","",2007,"w","weiss/grau"
"53",15456,"41-50","m",2,21,"Chihuahua","",2015,"w","schwarz/weiss"
"54",15456,"41-50","m",2,21,"Chihuahua","",2010,"m","schwarz"
"55",15490,"61-70","m",9,92,"Parson Jack Russell Terrier","",2015,"m","weiss/blau"
"56",15639,"51-60","m",11,119,"Malteser","",2013,"w","weiss"
"57",18020,"51-60","m",5,52,"Labrador Retriever","",2011,"w","schwarz"
"58",18360,"41-50","w",3,31,"Husky","",2010,"w","weiss"
"59",18416,"61-70","m",7,72,"Zwergspitz","",2016,"m","weiss"
"60",18462,"51-60","m",6,63,"Border Collie","",2015,"m","tricolor"
"61",18805,"41-50","w",6,63,"Jack Russel Terrier","",2008,"m","tricolor"
"62",19004,"51-60","m",5,52,"Malteser","",2014,"m","weiss"
"63",19141,"61-70","m",4,42,"Bolonka Zwetna","",2012,"m","schwarz"
"64",19225,"61-70","w",12,122,"Neufundländer","",2016,"m","braun/weiss"
"65",19652,"51-60","w",2,24,"Mischling klein","",2007,"w","braun"
"66",19839,"51-60","m",2,23,"Labrador Retriever","",2009,"w","schwarz"
"67",19900,"41-50","w",5,51,"Spitz","",2015,"m","braun/schwarz"
"68",20268,"31-40","w",5,52,"Parson Russell Terrier","",2007,"m","tricolor"
"69",20268,"31-40","w",5,52,"Chihuahua","",2008,"m","weiss/grau"
"70",20483,"61-70","m",12,121,"Terrier","",2002,"m","black/tan"
"71",20510,"41-50","m",9,91,"Berger blanc Suisse","",2006,"m","weiss"
"72",20762,"51-60","m",4,42,"Zwergpudel","",2012,"m","apricot"
"73",20949,"61-70","m",11,111,"Shiba Inu","",2014,"w","beige"
"74",21002,"61-70","m",7,71,"Mischling gross","",2011,"m","creme"
"75",21270,"41-50","m",8,81,"Grosspudel","",2012,"m","braun"
"76",21393,"51-60","m",2,24,"Französische Bulldogge","",2012,"m","blue"
"77",21828,"71-80","w",7,74,"Spitz","",2013,"m","weiss/beige"
"78",21865,"61-70","m",6,61,"Foxterrier","",2005,"m","tricolor"
"79",22186,"41-50","m",8,82,"Labrador Retriever","Border Collie",2009,"m","schwarz"
"80",22378,"51-60","m",7,72,"Kooiker","",2010,"w","weiss/orange"
"81",22479,"51-60","m",7,72,"Mischling klein","",2001,"w","grau gestromt"
"82",22776,"51-60","m",11,119,"Berner Sennenhund","",2014,"m","tricolor"
"83",22950,"51-60","w",11,119,"Mittelpudel","",2013,"w","schwarz"
"84",22956,"41-50","m",10,101,"Cocker Spaniel","",2014,"m","orange Schimmel"
"85",23054,"61-70","w",10,101,"Cairn Terrier","",2011,"m","rot/beige"
"86",23408,"31-40","m",12,122,"Yorkshire Terrier","",2011,"w","black/tan"
"87",23493,"61-70","m",11,111,"Boxer","",2013,"m","braun/weiss"
"88",23590,"61-70","w",9,92,"Pinscher","Yorkshire Terrier",2012,"w","schwarz"
"89",23889,"61-70","w",4,42,"Pudel","",2012,"m","braun"
"90",24009,"61-70","w",7,74,"Labradoodle","",2016,"m","creme"
"91",24014,"51-60","w",12,123,"Yorkshire Terrier","",2007,"w","blue/tan"
"92",40684,"71-80","m",7,74,"Labrador Retriever","",2004,"m","blondfarben"
"93",54322,"71-80","m",3,33,"Lagotto Romagnolo","",2009,"m","weiss/orange"
"94",54926,"81-90","m",2,21,"Jack Russel Terrier","",2002,"m","tricolor"
"95",55176,"71-80","m",3,34,"Dobermann","",2003,"w","schwarz/braun"
"96",60348,"71-80","m",11,111,"Mischling klein","",2013,"w","schwarz/weiss"
"97",60397,"51-60","m",7,74,"Deutscher Schäfer","",2005,"w","grau/schwarz"
"98",60402,"61-70","w",11,111,"Mischling klein","",2013,"m","dunkelbraun"
"99",60402,"61-70","w",11,111,"Border Terrier","",2004,"m","rot/grau/schwarz"
"100",61323,"71-80","m",8,81,"Mudi","",2010,"m","blondfarben"
"101",62389,"71-80","m",8,83,"Boxer","",2014,"w","gestromt"
"102",62621,"71-80","m",11,111,"Papillon","",2004,"w","schwarz/weiss"
"103",62628,"61-70","m",7,72,"Yorkshire Terrier","",2007,"w","graubraun"
"104",63468,"81-90","m",7,74,"Mischling klein","",2003,"m","braun/weiss"
"105",63704,"71-80","m",10,101,"Dachshund","",2012,"w","saufarben"
"106",64444,"61-70","m",7,71,"Mischling klein","",2007,"w","rot/weiss"
"107",64718,"51-60","m",11,115,"Mischling klein","",2004,"w","weiss/braun"
"108",64727,"51-60","m",8,83,"Border Collie","",2003,"m","schwarz/weiss"
"109",65665,"61-70","w",8,82,"Mops","",2002,"m","beige"
"110",65665,"61-70","w",8,82,"Mops","",2002,"m","schwarz"
"111",65681,"51-60","m",2,21,"Italienisches Windspiel","",2011,"m","blau"
"112",65713,"61-70","w",2,21,"Lagotto Romagnolo","",2005,"w","braun"
"113",65732,"51-60","m",7,72,"Holländischer Schäfer","",2009,"m","gestromt"
"114",65758,"51-60","w",7,71,"Welsh Springer Spaniel","",2002,"w","rot/weiss"
"115",65758,"51-60","w",7,71,"Yorkshire Terrier","",2007,"m","black/tan"
"116",65940,"41-50","w",8,81,"Berner Sennenhund","",2010,"w","tricolor"
"117",65975,"61-70","w",7,74,"Labrador Retriever","",2002,"w","braun"
"118",65975,"61-70","w",7,74,"Labrador Retriever","",2006,"m","schwarz"
"119",65981,"51-60","w",6,63,"Labrador Retriever","",2013,"m","gelb"
"120",66144,"51-60","m",5,51,"Deutsche Dogge","",2013,"w","gelb"
"121",66144,"51-60","m",5,51,"Labrador Retriever","",2006,"m","braun"
"122",66151,"51-60","m",11,115,"Deutscher Schäfer","",2008,"w","schwarz/braun/weiss"
"123",66266,"61-70","m",9,91,"Mischling klein","",2006,"w","tricolor"
"124",66298,"41-50","m",6,63,"Magyar Viszla","",2010,"m","gelb"
"125",66515,"61-70","m",8,83,"Labrador Retriever","",2007,"w","braun"
"126",66515,"61-70","m",8,83,"Labrador Retriever","",2011,"w","braun"
"127",66702,"61-70","w",6,61,"Zwergpudel","",2008,"w","apricot"
"128",66757,"51-60","w",1,14,"Mischling gross","",2012,"m","braun/beige"
"129",66869,"51-60","w",2,24,"Havaneser","",2015,"m","braun/rot"
"130",66898,"41-50","m",7,73,"Coton de Tulear","",2010,"m","weiss"
"131",66913,"51-60","m",8,83,"Hovawart","",2004,"w","blondfarben"
"132",66913,"51-60","m",8,83,"Hovawart","",2012,"w","schwarz"
"133",67001,"51-60","w",3,34,"Mops","",2013,"m","beige"
"134",67018,"71-80","w",6,61,"Labrador Retriever","",2012,"m","beige"
"135",67125,"51-60","m",7,74,"Golden Retriever","",2001,"m","golden"
"136",67135,"31-40","m",6,61,"Jack Russel Terrier","",2010,"w","tricolor"
"137",67180,"51-60","w",1,11,"English Cocker Spaniel","",2004,"w","blauschimmel"
"138",67220,"61-70","m",6,61,"Mischling klein","",2010,"m","braun"
"139",67272,"31-40","w",3,33,"Beagle","",2017,"w","tricolor"
"140",67308,"41-50","w",11,111,"Shih Tzu","",2012,"w","braun/weiss"
"141",70076,"31-40","m",9,92,"Labrador Retriever","",2009,"m","braun"
"142",70115,"41-50","w",4,41,"Mischling gross","",2016,"m","schwarz/weiss"
"143",70176,"41-50","w",4,44,"Mischling gross","",2012,"w","weiss"
"144",70287,"51-60","m",2,24,"Hirtenhund","",2006,"m","weiss/grau"
"145",70296,"51-60","w",7,74,"Pinscher","",2009,"m","hellbraun"
"146",70296,"51-60","w",7,74,"Mischling klein","",2010,"w","weiss/beige"
"147",70577,"51-60","w",3,34,"Mischling klein","",2003,"w","schwarz"
"148",70788,"31-40","m",7,71,"Mops","Beagle",2014,"w","braun"
"149",70793,"71-80","m",11,115,"Soft Coated Wheaten Terrier","",2012,"m","beige"
"150",71024,"61-70","w",7,74,"Lagotto Romagnolo","",2012,"w","bianco-aranico"
"151",71119,"51-60","w",11,115,"Chihuahua","Prager Rattler",2010,"m","black/tan"
"152",71119,"51-60","w",11,115,"Prager Rattler","Chihuahua",2010,"w","black/tan"
"153",71119,"51-60","w",11,115,"Zwergpinscher","",2003,"w","black/tan"
"154",71142,"51-60","w",7,71,"Canaan Dog","",2008,"m","schwarz"
"155",71555,"61-70","m",7,71,"Mischling klein","",2009,"m","schwarz schimmel"
"156",71670,"61-70","m",7,71,"Deutscher Schäfer","",2012,"w","braun"
"157",71757,"41-50","m",4,42,"Bouvier","",2012,"m","gestromt"
"158",71761,"41-50","m",9,92,"Jack Russel Terrier","",2010,"m","tricolor"
"159",71893,"41-50","w",6,63,"Border Collie","",2012,"w","tricolor"
"160",71915,"71-80","w",1,13,"Mischling klein","",2002,"m","grau"
"161",71991,"41-50","m",6,63,"Border Collie","",2015,"m","schwarz/weiss"
"162",72136,"61-70","m",7,72,"Labrador Retriever","",2007,"m","choco"
"163",72580,"41-50","m",10,102,"Prager Rattler","",2013,"m","hellbraun"
"164",72580,"41-50","m",10,102,"Prager Rattler","",2013,"m","braun"
"165",80007,"71-80","m",11,111,"Labrador Retriever","",2006,"m","blondfarben"
"166",80011,"41-50","w",12,123,"Papillon","",2001,"w","schwarz"
"167",80011,"41-50","w",12,123,"Malteser","",2004,"m","weiss"
"168",80011,"41-50","w",12,123,"Yorkshire Terrier","",2009,"m","tricolor"
"169",80011,"41-50","w",12,123,"Jura Laufhund","",2003,"m","schwarz/braun/weiss"
"170",80017,"61-70","m",6,61,"Spanischer Wasserhund","",2004,"w","braun/weiss"
"171",80017,"61-70","m",6,61,"Labrador Retriever","",2006,"w","schwarz"
"172",80021,"41-50","w",11,111,"Labrador Retriever","",2011,"w","schwarz"
"173",80023,"71-80","m",11,111,"Border Collie","",2010,"m","tricolor"
"174",80028,"41-50","w",10,101,"Border Collie","Deutscher Schäfer",2015,"w","tricolor"
"175",80056,"81-90","m",7,74,"Labrador Retriever","",2006,"w","schwarz"
"176",80059,"71-80","w",12,123,"Französische Bulldogge","",2007,"w","weiss"
"177",80068,"51-60","m",9,91,"Bayerischer Gebirgsschweisshund","",2011,"m","hirschrot mit Maske"
"178",80096,"51-60","w",11,111,"Malteser","",2004,"m","weiss"
"179",80097,"61-70","m",6,61,"Jack Russel Terrier","",2006,"m","schwarz/weiss"
"180",80099,"71-80","m",12,123,"Pinscher","",2002,"m","rot"
"181",80106,"61-70","w",9,91,"Labrador Retriever","Golden Retriever",2009,"m","schwarz"
"182",80127,"41-50","w",10,101,"American Bulldog","",2005,"w","weiss"
"183",80143,"81-90","w",9,92,"Yorkshire Terrier","",2007,"w","schwarz/braun"
"184",80157,"71-80","w",11,111,"Mischling klein","",2003,"w","braun/weiss"
"185",80162,"51-60","m",12,123,"Parson Jack Russell Terrier","",2008,"m","weiss/rot"
"186",80162,"51-60","m",12,123,"Bouvier","",2008,"w","schwarz"
"187",80168,"61-70","m",11,119,"Labrador Retriever","",2005,"m","beige"
"188",80169,"41-50","w",4,42,"Jack Russel Terrier","Wolfspitz",2014,"m","schwarz"
"189",80169,"41-50","w",4,42,"Jack Russel Terrier","",2007,"w","tricolor"
"190",80172,"61-70","m",9,91,"Labrador Retriever","",2008,"m","schwarz"
"191",80185,"41-50","m",10,102,"Labrador Retriever","",2010,"w","blondfarben"
"192",80187,"51-60","w",3,31,"Golden Retriever","",2003,"w","blondfarben"
"193",80188,"51-60","w",10,101,"Mischling klein","",2014,"m","braun"
"194",80198,"81-90","w",7,74,"Biewer Yorkshire Terrier","",2015,"m","tricolor"
"195",80201,"51-60","m",3,31,"Mischling klein","",2007,"w","schwarz"
"196",80204,"51-60","w",11,111,"Appenzeller","",1998,"m","dreifarbig"
"197",80205,"41-50","m",5,51,"Beauceron Berge de Beauce","",2016,"m","schwarz/braun"
"198",80205,"41-50","m",5,51,"Beauceron","",2005,"m","black/tan"
"199",80209,"81-90","m",10,102,"Bichon Havanais","",2000,"w","weiss"
"200",80217,"51-60","w",3,33,"Foxterrier","",2007,"w","braun/weiss"
"201",80223,"41-50","m",11,111,"Dachshund","",2011,"w","hellbraun"
"202",80226,"71-80","w",6,61,"Labrador Retriever","",2010,"m","braun"
"203",80230,"61-70","w",9,92,"Yorkshire Terrier","",2006,"m","braun/weiss"
"204",80230,"61-70","w",9,92,"Yorkshire Terrier","",2006,"w","schwarz/braun"
"205",80248,"51-60","m",4,42,"Jack Russel Terrier","",2009,"w","braun/weiss"
"206",80258,"51-60","m",11,111,"Dackel","",2009,"w","rot/schwarz"
"207",80258,"51-60","m",11,111,"Weimaraner","",2016,"w","grau"
"208",80267,"41-50","m",12,122,"Mischling klein","",2006,"m","braun"
"209",80272,"51-60","m",9,91,"Terrier","",2007,"m","black/tan"
"210",80306,"61-70","m",9,91,"Border Terrier","",2005,"m","grau/braun"
"211",80317,"81-90","w",7,74,"Windspiel","",2001,"w","blue"
"212",80319,"41-50","w",10,102,"Dackel","",2010,"w","tricolor"
"213",80319,"41-50","w",10,102,"Mischling klein","",2006,"m","braun/schwarz"
"214",80330,"71-80","w",12,123,"Husky","Appenzeller",2004,"w","braun/weiss"
"215",80335,"61-70","w",12,122,"Irish Setter","Golden Retriever",2008,"m","braun"
"216",80335,"61-70","w",12,122,"Irish Setter","Golden Retriever",2008,"m","braun"
"217",80351,"81-90","w",3,33,"Bearded Collie","",2005,"w","braun/weiss"
"218",80370,"51-60","m",12,121,"Deutscher Schäfer","",2016,"m","schwarz/braun"
"219",80380,"71-80","m",2,23,"Mischling klein","",2007,"w","tricolor"
"220",80382,"51-60","w",10,102,"Dachshund","",2008,"m","braun"
"221",80383,"81-90","w",4,44,"Bichon","West Highland White Terrier",1999,"w","weiss"
"222",80399,"61-70","w",12,123,"Appenzeller","",1998,"m","tricolor"
"223",80404,"61-70","m",7,72,"Deutscher Wachtel","",2015,"m","braun schimmel"
"224",80404,"61-70","m",7,72,"Rottweiler","",2005,"w","schwarz"
"225",80406,"61-70","m",11,111,"Labrador Retriever","",2008,"w","schwarz"
"226",80407,"71-80","m",7,72,"Labrador Retriever","",2012,"w","schwarz"
"227",80410,"51-60","w",7,73,"Labrador Retriever","",2012,"w","schwarz"
"228",80412,"51-60","m",2,21,"Labrador Retriever","",2012,"m","schwarz"
"229",80416,"51-60","w",9,91,"Labrador Retriever","",2008,"m","schwarz"
"230",80418,"41-50","w",8,81,"Labrador Retriever","",2006,"m","schwarz"
"231",80434,"61-70","w",7,71,"Pudel","",2006,"m","schwarz"
"232",80438,"71-80","m",7,71,"Deutscher Wachtel","",2006,"w","rotbraun schimmel"
"233",80491,"71-80","w",6,63,"Chihuahua","",2006,"w","braun"
"234",80493,"81-90","w",11,119,"Shih Tzu","",2006,"m","weiss/schwarz"
"235",80498,"61-70","m",12,122,"Malteser","",2015,"m","weiss"
"236",80500,"51-60","m",11,111,"Boxer","",2010,"w","goldbraun"
"237",80509,"71-80","w",2,24,"Boxer","",2011,"w","gelb"
"238",80513,"51-60","w",3,33,"Parson Jack Russell Terrier","",2011,"w","tricolor"
"239",80516,"51-60","m",3,33,"Malteser","",2005,"w","weiss/braun"
"240",80525,"71-80","m",7,72,"Zwergpudel","",2011,"m","schwarz"
"241",80530,"81-90","w",2,21,"Pudel","",2005,"w","schwarz"
"242",80536,"71-80","m",2,21,"Schweizer Niederlaufhund","",2007,"m","weiss/orange"
"243",80538,"61-70","w",2,24,"English Cocker Spaniel","",2011,"m","schwarz/weiss"
"244",80545,"51-60","m",9,91,"Border Terrier","",2010,"w","red grizzle"
"245",80545,"51-60","m",9,91,"Border Terrier","",2006,"w","schwarz/braun"
"246",80552,"51-60","w",10,101,"Windspiel","",2004,"w","beige/weiss"
"247",80553,"81-90","w",2,21,"Jack Russel Terrier","",2002,"m","weiss/schwarz"
"248",80556,"81-90","m",3,31,"Mops","",2009,"m","gestromt"
"249",80571,"51-60","m",3,31,"Mischling klein","",2013,"w","schwarz/braun"
"250",80575,"81-90","w",4,42,"Mischling klein","",2008,"w","weiss/beige"
"251",80584,"71-80","w",8,82,"Labrador Retriever","",2009,"m","schwarz"
"252",80602,"71-80","w",12,122,"Bolonka Zwetna","",2011,"m","weiss"
"253",80604,"71-80","m",7,72,"Labrador Retriever","",2004,"w","schwarz"
"254",80604,"71-80","m",7,72,"Labrador Retriever","",2009,"w","braun"
"255",80604,"71-80","m",7,72,"Labrador Retriever","",2012,"w","schwarz"
"256",80607,"81-90","w",10,101,"West Highland White Terrier","",2004,"w","weiss"
"257",80608,"81-90","w",2,24,"Deutscher Schäfer","",2004,"w","schwarz/gelb"
"258",80618,"71-80","w",8,83,"Irish Terrier","",2005,"w","rot"
"259",80622,"61-70","m",6,61,"Parson Russell Terrier","",2002,"w","weiss/braun"
"260",80628,"61-70","m",9,91,"Labrador Retriever","",2016,"w","schwarz"
"261",80631,"71-80","w",11,115,"Tervueren","",2005,"w","braun/schwarz"
"262",80637,"81-90","m",12,123,"Mischling gross","",2009,"w","schwarz"
"263",80645,"81-90","w",2,21,"Berner Sennenhund","",2013,"w","tricolor"
"264",80645,"81-90","w",2,21,"Berner Sennenhund","",2010,"w","schwarz/braun/weiss"
"265",80647,"61-70","m",11,111,"Golden Retriever","",2010,"m","blondfarben"
"266",80648,"41-50","m",11,111,"Belgischer Schäfer","Groenendael",2015,"m","schwarz"
"267",80653,"61-70","m",7,73,"Groenendael","",2009,"w","schwarz"
"268",80656,"71-80","m",10,101,"Pointer","",2008,"w","weiss"
"269",80659,"51-60","w",3,33,"English Springer Spaniel","",2012,"m","schwarz/weiss"
"270",80661,"61-70","w",7,72,"Chihuahua","",2014,"w","schwarz/beige"
"271",80663,"81-90","w",7,73,"Malteser","",2003,"m","weiss"
"272",80684,"71-80","w",2,21,"Bergamasker","",2009,"m","tricolor"
"273",80698,"41-50","w",11,119,"Toypudel","",2016,"m","rot"
"274",80698,"41-50","w",11,119,"Toypudel","",2010,"m","weiss"
"275",80700,"51-60","w",2,21,"Mischling klein","",2007,"w","braun/weiss"
"276",80700,"51-60","w",2,21,"Podenco","",2009,"w","braun/schwarz"
"277",80713,"61-70","m",11,111,"Dackel","",2012,"w","rot"
"278",80715,"61-70","m",6,61,"Mischling klein","",2007,"m","rehbraun"
"279",80719,"61-70","w",11,111,"Jack Russel Terrier","",2004,"m","weiss/schwarz/braun"
"280",80719,"61-70","w",11,111,"Parson Terrier","",2005,"m","beige"
"281",80734,"71-80","w",2,24,"Basset Griffon vendéen","",2005,"w","zobel/weiss"
"282",80735,"51-60","w",12,122,"Golden Retriever","",2010,"w","blondfarben"
"283",80746,"71-80","w",7,71,"Rauhaar Dackel","",2016,"m","schwarz/rot"
"284",80753,"71-80","m",9,92,"Mischling klein","",2011,"w","braun"
"285",80755,"61-70","w",9,91,"West Highland White Terrier","",2012,"w","weiss"
"286",80758,"81-90","w",2,24,"Labrador Retriever","",2001,"w","schwarz"
"287",80760,"61-70","w",7,74,"Epagneul Breton","",2015,"m","weiss/orange"
"288",80761,"71-80","m",11,115,"Appenzeller Sennenhund","",2008,"m","tricolor"
"289",80761,"71-80","m",11,115,"Appenzeller Sennenhund","",2011,"w","tricolor"
"290",80762,"51-60","w",11,111,"Golden Retriever","",2009,"m","golden"
"291",80767,"61-70","w",9,92,"Beagle","",2012,"m","tricolor"
"292",80778,"61-70","m",2,23,"Yorkshire Terrier","",2014,"w","schwarz/braun"
"293",80797,"71-80","w",2,24,"Shih Tzu","",2009,"m","tricolor"
"294",80835,"71-80","w",7,73,"Malteser","",2013,"w","weiss"
"295",80838,"71-80","w",7,71,"Toypudel","",2013,"w","schwarz"
"296",80840,"51-60","w",10,101,"Dalmatiner","",2012,"m","schwarz/weiss"
"297",80847,"71-80","m",9,91,"Beagle","",2006,"w","tricolor"
"298",80849,"61-70","m",11,119,"Labrador Retriever","Border Collie",2002,"w","schwarz/weiss"
"299",80853,"51-60","w",12,122,"Labradoodle","",2015,"w","schwarz"
"300",80871,"61-70","m",7,72,"Mischling klein","",2003,"w","blondfarben"
"301",80879,"61-70","m",7,74,"Nova Scotia Duck Tolling Retriever","",2016,"w","rot/weiss"
"302",80881,"71-80","w",7,72,"Mops","",2006,"m","beige"
"303",80881,"71-80","w",7,72,"Mops","",2008,"w","beige"
"304",80883,"51-60","w",7,73,"Galgo Español","",2014,"w","braun gestromt"
"305",80884,"71-80","w",7,74,"Cocker Spaniel","",2005,"w","weiss/orange"
"306",80885,"81-90","m",7,72,"West Highland White Terrier","",2005,"w","weiss"
"307",80888,"61-70","w",7,72,"Deutscher Boxer","",2011,"w","hirschrot"
"308",80890,"61-70","m",7,73,"Pinscher","",2004,"w","tricolor"
"309",80896,"81-90","m",7,74,"Malteser","",2009,"w","weiss"
"310",80897,"41-50","w",7,71,"Lagotto Romagnolo","",2011,"w","braun"
"311",80899,"51-60","w",11,115,"Mischling klein","",2015,"w","tricolor"
"312",80904,"61-70","m",8,82,"Border Collie","",2016,"w","tricolor"
"313",80915,"71-80","w",3,34,"Golden Retriever","",2006,"w","blondfarben"
"314",80916,"41-50","w",9,92,"Tervueren","Belgischer Schäfer",2003,"w","braun"
"315",80916,"41-50","w",9,92,"Groenendael","",2010,"w","schwarz"
"316",80940,"61-70","w",7,71,"Mischling klein","",2011,"w","schwarz/braun"
"317",80945,"71-80","w",7,72,"Jack Russel Terrier","",2003,"w","tricolor"
"318",80950,"71-80","w",7,73,"Rhodesian Ridgeback","",2009,"m","rot"
"319",80956,"91-100","m",7,73,"Coton de Tulear","",2009,"w","weiss"
"320",80957,"51-60","w",7,74,"Riesenschnauzer","",2012,"w","schwarz"
"321",80959,"51-60","w",8,82,"Spinone","",2016,"w","braun schimmel"
"322",80960,"71-80","w",7,72,"Mops","",2007,"m","schwarz"
"323",80972,"71-80","m",7,74,"Hovawart","",2014,"m","schwarz"
"324",80978,"61-70","w",9,92,"Mischling klein","",2012,"m","tricolor"
"325",80982,"61-70","w",10,101,"Dachshund","",2010,"m","schwarz gestromt"
"326",80986,"71-80","w",11,111,"Border Collie","",2001,"w","schwarz/braun/weiss"
"327",81004,"61-70","w",9,92,"Scottish Terrier","",2013,"m","schwarz"
"328",81004,"61-70","w",9,92,"Scottish Terrier","",2006,"m","brindle"
"329",81004,"61-70","w",9,92,"Mischling klein","",2016,"w","beige/rot"
"330",81018,"81-90","w",10,101,"Tervueren","",2005,"w","braun"
"331",81027,"61-70","w",8,82,"Parson Jack Russell Terrier","",2000,"w","weiss/braun"
"332",81042,"41-50","w",2,21,"Dackel","Foxterrier",2011,"m","braun/weiss"
"333",81042,"41-50","w",2,21,"Mischling klein","",2008,"w","tricolor"
"334",81043,"81-90","m",9,92,"Zwergpudel","",2003,"m","braun"
"335",81045,"61-70","w",6,63,"Zwergrauhaardackel","",2009,"w","saufarben"
"336",81050,"61-70","w",5,52,"Labrador Retriever","",2009,"m","schwarz"
"337",81050,"61-70","w",5,52,"Labrador Retriever","",2005,"m","schwarz"
"338",81054,"51-60","w",1,11,"Mops","",2011,"m","schwarz"
"339",81054,"51-60","w",1,11,"Labrador Retriever","Golden Retriever",2004,"m","gold/sable"
"340",81064,"71-80","w",8,83,"Labrador Retriever","",2009,"w","braun"
"341",81072,"51-60","w",7,71,"Mischling klein","",2008,"w","braun/weiss"
"342",81091,"61-70","w",7,71,"Labrador Retriever","",2004,"m","braun"
"343",81092,"91-100","w",7,74,"Foxterrier","",2003,"m","saufarben"
"344",81096,"81-90","w",7,71,"Dackel","",2002,"m","rot"
"345",81097,"61-70","w",7,72,"Golden Retriever","",2013,"w","golden"
"346",81100,"61-70","w",7,73,"Mischling klein","",2009,"m","braun"
"347",81100,"61-70","w",7,73,"Mischling klein","",2011,"w","rot/braun"
